Population,Sample,Mut,Severity,col,row
CHS,3,3,3,1,993
CHS,3,3,3,1,994
CHS,3,3,3,1,995
CHS,3,3,3,1,996
KHV,10,10,10,1,997
KHV,10,10,10,1,998
CDX,5,5,5,1,999
CDX,5,5,5,1,1000
CDX,5,5,5,1,1001
CLM,6,6,6,1,1002
PUR,4,4,4,1,1003
PUR,4,4,4,1,1004
PUR,4,4,4,1,1005
PUR,4,4,4,1,1006
CLM,6,6,6,1,1007
PUR,4,4,4,1,1008
CLM,6,6,6,1,1009
CLM,6,6,6,1,1010
CLM,6,6,6,1,1011
PEL,8,8,8,1,1012
PEL,8,8,8,1,1013
PEL,8,8,8,1,1014
CLM,6,6,6,1,1015
JPT,21,21,21,1,1016
JPT,21,21,21,1,1017
JPT,21,21,21,1,1018
LWK,22,22,22,1,1019
JPT,21,21,21,1,1020
JPT,21,21,21,1,1021
JPT,21,21,21,1,1022
JPT,21,21,21,1,1023
JPT,21,21,21,1,1024
JPT,21,21,21,1,1025
JPT,21,21,21,1,1026
JPT,21,21,21,1,1027
CHB,20,20,20,1,1028
CHB,20,20,20,1,1029
CHB,20,20,20,1,1030
CHB,20,20,20,1,1031
CHB,20,20,20,1,1032
CHB,20,20,20,1,1033
CHB,20,20,20,1,1034
CHB,20,20,20,1,1035
CHB,20,20,20,1,1036
CHB,20,20,20,1,1037
CHB,20,20,20,1,1038
CHB,20,20,20,1,1039
CHB,20,20,20,1,1040
CHB,20,20,20,1,1041
CHB,20,20,20,1,1042
CHB,20,20,20,1,1043
CHB,20,20,20,1,1044
CHB,20,20,20,1,1045
CHB,20,20,20,1,1046
CHB,20,20,20,1,1047
CHB,20,20,20,1,1048
CHB,20,20,20,1,1049
JPT,21,21,21,1,1050
JPT,21,21,21,1,1051
JPT,21,21,21,1,1052
JPT,21,21,21,1,1053
JPT,21,21,21,1,1054
JPT,21,21,21,1,1055
JPT,21,21,21,1,1056
JPT,21,21,21,1,1057
JPT,21,21,21,1,1058
JPT,21,21,21,1,1059
JPT,21,21,21,1,1060
JPT,21,21,21,1,1061
GIH,26,26,26,1,1062
GIH,26,26,26,1,1063
GIH,26,26,26,1,1064
GIH,26,26,26,1,1065
GIH,26,26,26,1,1066
GIH,26,26,26,1,1067
GIH,26,26,26,1,1068
GIH,26,26,26,1,1069
GIH,26,26,26,1,1070
GIH,26,26,26,1,1071
GIH,26,26,26,1,1072
GIH,26,26,26,1,1073
GIH,26,26,26,1,1074
GIH,26,26,26,1,1075
GIH,26,26,26,1,1076
GIH,26,26,26,1,1077
GIH,26,26,26,1,1078
GIH,26,26,26,1,1079
MXL,24,24,24,1,1080
MXL,24,24,24,1,1081
MXL,24,24,24,1,1082
MXL,24,24,24,1,1083
MXL,24,24,24,1,1084
MXL,24,24,24,1,1085
MXL,24,24,24,1,1086
MXL,24,24,24,1,1087
MXL,24,24,24,1,1088
MXL,24,24,24,1,1089
MXL,24,24,24,1,1090
MXL,24,24,24,1,1091
ASW,23,23,23,1,1092
MXL,24,24,24,1,1093
MXL,24,24,24,1,1094
MXL,24,24,24,1,1095
MXL,24,24,24,1,1096
MXL,24,24,24,1,1097
ASW,23,23,23,1,1098
STU,16,16,16,1,1099
STU,16,16,16,1,1100
STU,16,16,16,1,1101
STU,16,16,16,1,1102
PJL,9,9,9,1,1103
STU,16,16,16,1,1104
STU,16,16,16,1,1105
STU,16,16,16,1,1106
PJL,9,9,9,1,1107
PJL,9,9,9,1,1108
PJL,9,9,9,1,1109
STU,16,16,16,1,1110
STU,16,16,16,1,1111
PJL,9,9,9,1,1112
PJL,9,9,9,1,1113
PJL,9,9,9,1,1114
BEB,14,14,14,1,1115
BEB,14,14,14,1,1116
BEB,14,14,14,1,1117
BEB,14,14,14,1,1118
BEB,14,14,14,1,1119
BEB,14,14,14,1,1120
ITU,17,17,17,1,1121
BEB,14,14,14,1,1122
BEB,14,14,14,1,1123
ITU,17,17,17,1,1124
ITU,17,17,17,1,1125
BEB,14,14,14,1,1126
STU,16,16,16,1,1127
BEB,14,14,14,1,1128
BEB,14,14,14,1,1129
BEB,14,14,14,1,1130
ITU,17,17,17,1,1131
ITU,17,17,17,1,1132
STU,16,16,16,1,1133
ITU,17,17,17,1,1134
ITU,17,17,17,1,1135
ITU,17,17,17,1,1136
ITU,17,17,17,1,1137
STU,16,16,16,1,1138
PJL,9,9,9,1,1139
ITU,17,17,17,1,1140
ITU,17,17,17,1,1141
ITU,17,17,17,1,1142
STU,16,16,16,1,1143
STU,16,16,16,1,1144
STU,16,16,16,1,1145
STU,16,16,16,1,1146
PJL,9,9,9,1,1147
ITU,17,17,17,1,1148
CHB,20,20,20,1,1149
CHB,20,20,20,1,1150
CHB,20,20,20,1,1151
CHB,20,20,20,1,1152
CHB,20,20,20,1,1153
CHB,20,20,20,1,1154
CHB,20,20,20,1,1155
CHB,20,20,20,1,1156
CHB,20,20,20,1,1157
CHB,20,20,20,1,1158
CHB,20,20,20,1,1159
CHB,20,20,20,1,1160
CHB,20,20,20,1,1161
CHB,20,20,20,1,1162
CHB,20,20,20,1,1163
CHB,20,20,20,1,1164
STU,16,16,16,1,1165
STU,16,16,16,1,1166
BEB,14,14,14,1,1167
BEB,14,14,14,1,1168
BEB,14,14,14,1,1169
BEB,14,14,14,1,1170
STU,16,16,16,1,1171
ITU,17,17,17,1,1172
STU,16,16,16,1,1173
ITU,17,17,17,1,1174
ITU,17,17,17,1,1175
ITU,17,17,17,1,1176
ITU,17,17,17,1,1177
ITU,17,17,17,1,1178
ITU,17,17,17,1,1179
ITU,17,17,17,1,1180
ITU,17,17,17,1,1181
ITU,17,17,17,1,1182
ITU,17,17,17,1,1183
ITU,17,17,17,1,1184
ITU,17,17,17,1,1185
STU,16,16,16,1,1186
STU,16,16,16,1,1187
ITU,17,17,17,1,1188
BEB,14,14,14,1,1189
BEB,14,14,14,1,1190
STU,16,16,16,1,1191
STU,16,16,16,1,1192
STU,16,16,16,1,1193
ITU,17,17,17,1,1194
BEB,14,14,14,1,1195
BEB,14,14,14,1,1196
BEB,14,14,14,1,1197
BEB,14,14,14,1,1198
BEB,14,14,14,1,1199
BEB,14,14,14,1,1200
BEB,14,14,14,1,1201
BEB,14,14,14,1,1202
BEB,14,14,14,1,1203
BEB,14,14,14,1,1204
BEB,14,14,14,1,1205
ITU,17,17,17,1,1206
STU,16,16,16,1,1207
ITU,17,17,17,1,1208
ITU,17,17,17,1,1209
BEB,14,14,14,1,1210
ITU,17,17,17,1,1211
BEB,14,14,14,1,1212
ITU,17,17,17,1,1213
ITU,17,17,17,1,1214
ITU,17,17,17,1,1215
ITU,17,17,17,1,1216
ITU,17,17,17,1,1217
ITU,17,17,17,1,1218
ITU,17,17,17,1,1219
ITU,17,17,17,1,1220
ITU,17,17,17,1,1221
ITU,17,17,17,1,1222
ITU,17,17,17,1,1223
ITU,17,17,17,1,1224
ITU,17,17,17,1,1225
ITU,17,17,17,1,1226
GIH,26,26,26,1,1227
GBR,1,1,1,1,1228
GBR,1,1,1,1,1229
IBS,7,7,7,1,1230
IBS,7,7,7,1,1231
GBR,1,1,1,1,1232
GBR,1,1,1,1,1233
PJL,9,9,9,1,1234
GBR,1,1,1,1,1235
GBR,1,1,1,1,1236
FIN,2,2,2,1,1237
FIN,2,2,2,1,1238
FIN,2,2,2,1,1239
IBS,7,7,7,1,1240
IBS,7,7,7,1,1241
IBS,7,7,7,1,1242
GBR,1,1,1,1,1243
IBS,7,7,7,1,1244
IBS,7,7,7,1,1245
GBR,1,1,1,1,1246
IBS,7,7,7,1,1247
GBR,1,1,1,1,1248
PUR,4,4,4,1,1249
GBR,1,1,1,1,1250
CLM,6,6,6,1,1251
CLM,6,6,6,1,1252
TSI,25,25,25,1,1253
TSI,25,25,25,1,1254
TSI,25,25,25,1,1255
TSI,25,25,25,1,1256
TSI,25,25,25,1,1257
TSI,25,25,25,1,1258
TSI,25,25,25,1,1259
TSI,25,25,25,1,1260
TSI,25,25,25,1,1261
TSI,25,25,25,1,1262
GIH,26,26,26,1,1263
TSI,25,25,25,1,1264
TSI,25,25,25,1,1265
PJL,9,9,9,1,1266
CEU,18,18,18,1,1267
CEU,18,18,18,1,1268
CEU,18,18,18,1,1269
CEU,18,18,18,1,1270
CEU,18,18,18,1,1271
CEU,18,18,18,1,1272
CEU,18,18,18,1,1273
CEU,18,18,18,1,1274
CEU,18,18,18,1,1275
CEU,18,18,18,1,1276
ITU,17,17,17,1,1277
GIH,26,26,26,1,1278
GIH,26,26,26,1,1279
GIH,26,26,26,1,1280
CDX,5,5,5,1,1281
PJL,9,9,9,1,1282
CHS,3,3,3,1,1283
PJL,9,9,9,1,1284
GIH,26,26,26,1,1285
PJL,9,9,9,1,1286
GIH,26,26,26,1,1287
GIH,26,26,26,1,1288
PJL,9,9,9,1,1289
STU,16,16,16,1,1290
STU,16,16,16,1,1291
BEB,14,14,14,1,1292
BEB,14,14,14,1,1293
BEB,14,14,14,1,1294
BEB,14,14,14,1,1295
STU,16,16,16,1,1296
ITU,17,17,17,1,1297
ITU,17,17,17,1,1298
BEB,14,14,14,1,1299
BEB,14,14,14,1,1300
ITU,17,17,17,1,1301
ITU,17,17,17,1,1302
ITU,17,17,17,1,1303
STU,16,16,16,1,1304
STU,16,16,16,1,1305
STU,16,16,16,1,1306
GIH,26,26,26,1,1307
GIH,26,26,26,1,1308
GBR,1,1,1,1,1309
GBR,1,1,1,1,1310
FIN,2,2,2,1,1311
FIN,2,2,2,1,1312
TSI,25,25,25,1,1313
GIH,26,26,26,1,1314
TSI,25,25,25,1,1315
TSI,25,25,25,1,1316
PJL,9,9,9,1,1317
CEU,18,18,18,1,1318
CEU,18,18,18,1,1319
CEU,18,18,18,1,1320
ITU,17,17,17,1,1321
CEU,18,18,18,1,1322
GIH,26,26,26,1,1323
GIH,26,26,26,1,1324
PJL,9,9,9,1,1325
BEB,14,14,14,1,1326
STU,16,16,16,1,1327
ITU,17,17,17,1,1328
ITU,17,17,17,1,1329
STU,16,16,16,1,1330
BEB,14,14,14,1,1331
STU,16,16,16,1,1332
GIH,26,26,26,1,1333
PUR,4,4,4,1,1334
IBS,7,7,7,1,1335
TSI,25,25,25,1,1336
GIH,26,26,26,1,1337
GIH,26,26,26,1,1338
GIH,26,26,26,1,1339
GIH,26,26,26,1,1340
GIH,26,26,26,1,1341
TSI,25,25,25,1,1342
STU,16,16,16,1,1343
STU,16,16,16,1,1344
ITU,17,17,17,1,1345
ITU,17,17,17,1,1346
ITU,17,17,17,1,1347
STU,16,16,16,1,1348
STU,16,16,16,1,1349
STU,16,16,16,1,1350
ITU,17,17,17,1,1351
STU,16,16,16,1,1352
ITU,17,17,17,1,1353
STU,16,16,16,1,1354
ITU,17,17,17,1,1355
GIH,26,26,26,1,1356
GIH,26,26,26,1,1357
BEB,14,14,14,1,1358
GIH,26,26,26,1,1359
GBR,1,1,1,1,1360
GIH,26,26,26,1,1361
PUR,4,4,4,1,1362
PUR,4,4,4,1,1363
PUR,4,4,4,1,1364
PUR,4,4,4,1,1365
JPT,21,21,21,1,1366
CHB,20,20,20,1,1367
TSI,25,25,25,1,1368
PJL,9,9,9,1,1369
BEB,14,14,14,1,1370
PJL,9,9,9,1,1371
PJL,9,9,9,1,1372
CLM,6,6,6,1,1373
GIH,26,26,26,1,1374
GIH,26,26,26,1,1375
ASW,23,23,23,1,1376
STU,16,16,16,1,1377
BEB,14,14,14,1,1378
STU,16,16,16,1,1379
ITU,17,17,17,1,1380
STU,16,16,16,1,1381
BEB,14,14,14,1,1382
STU,16,16,16,1,1383
BEB,14,14,14,1,1384
ITU,17,17,17,1,1385
ITU,17,17,17,1,1386
STU,16,16,16,1,1387
GIH,26,26,26,1,1388
PJL,9,9,9,1,1389
PJL,9,9,9,1,1390
GIH,26,26,26,1,1391
GIH,26,26,26,1,1392
GIH,26,26,26,1,1393
STU,16,16,16,1,1394
GIH,26,26,26,1,1395
IBS,7,7,7,1,1396
TSI,25,25,25,1,1397
JPT,21,21,21,1,1398
GIH,26,26,26,1,1399
GIH,26,26,26,1,1400
PJL,9,9,9,1,1401
BEB,14,14,14,1,1402
PJL,9,9,9,1,1403
BEB,14,14,14,1,1404
GIH,26,26,26,1,1405
CDX,5,5,5,1,1406
GBR,1,1,1,1,1407
GBR,1,1,1,1,1408
CDX,5,5,5,1,1409
GBR,1,1,1,1,1410
CDX,5,5,5,1,1411
PEL,8,8,8,1,1412
PEL,8,8,8,1,1413
CDX,5,5,5,1,1414
GBR,1,1,1,1,1415
CDX,5,5,5,1,1416
CDX,5,5,5,1,1417
GBR,1,1,1,1,1418
CDX,5,5,5,1,1419
CDX,5,5,5,1,1420
CDX,5,5,5,1,1421
CDX,5,5,5,1,1422
GBR,1,1,1,1,1423
CDX,5,5,5,1,1424
CDX,5,5,5,1,1425
CDX,5,5,5,1,1426
KHV,10,10,10,1,1427
GBR,1,1,1,1,1428
KHV,10,10,10,1,1429
GBR,1,1,1,1,1430
KHV,10,10,10,1,1431
GBR,1,1,1,1,1432
KHV,10,10,10,1,1433
KHV,10,10,10,1,1434
KHV,10,10,10,1,1435
GBR,1,1,1,1,1436
KHV,10,10,10,1,1437
KHV,10,10,10,1,1438
KHV,10,10,10,1,1439
CDX,5,5,5,1,1440
GBR,1,1,1,1,1441
PEL,8,8,8,1,1442
PEL,8,8,8,1,1443
PEL,8,8,8,1,1444
GBR,1,1,1,1,1445
PEL,8,8,8,1,1446
GBR,1,1,1,1,1447
IBS,7,7,7,1,1448
IBS,7,7,7,1,1449
GBR,1,1,1,1,1450
IBS,7,7,7,1,1451
PEL,8,8,8,1,1452
IBS,7,7,7,1,1453
IBS,7,7,7,1,1454
IBS,7,7,7,1,1455
IBS,7,7,7,1,1456
CDX,5,5,5,1,1457
GBR,1,1,1,1,1458
GBR,1,1,1,1,1459
KHV,10,10,10,1,1460
PEL,8,8,8,1,1461
GBR,1,1,1,1,1462
PEL,8,8,8,1,1463
GBR,1,1,1,1,1464
PEL,8,8,8,1,1465
FIN,2,2,2,1,1466
PEL,8,8,8,1,1467
FIN,2,2,2,1,1468
KHV,10,10,10,1,1469
GBR,1,1,1,1,1470
GBR,1,1,1,1,1471
KHV,10,10,10,1,1472
KHV,10,10,10,1,1473
KHV,10,10,10,1,1474
KHV,10,10,10,1,1475
KHV,10,10,10,1,1476
PEL,8,8,8,1,1477
GBR,1,1,1,1,1478
PEL,8,8,8,1,1479
ACB,11,11,11,1,1480
FIN,2,2,2,1,1481
KHV,10,10,10,1,1482
FIN,2,2,2,1,1483
KHV,10,10,10,1,1484
FIN,2,2,2,1,1485
FIN,2,2,2,1,1486
FIN,2,2,2,1,1487
KHV,10,10,10,1,1488
KHV,10,10,10,1,1489
FIN,2,2,2,1,1490
KHV,10,10,10,1,1491
KHV,10,10,10,1,1492
KHV,10,10,10,1,1493
KHV,10,10,10,1,1494
KHV,10,10,10,1,1495
FIN,2,2,2,1,1496
FIN,2,2,2,1,1497
KHV,10,10,10,1,1498
FIN,2,2,2,1,1499
FIN,2,2,2,1,1500
KHV,10,10,10,1,1501
KHV,10,10,10,1,1502
KHV,10,10,10,1,1503
KHV,10,10,10,1,1504
KHV,10,10,10,1,1505
KHV,10,10,10,1,1506
FIN,2,2,2,1,1507
FIN,2,2,2,1,1508
CDX,5,5,5,1,1509
PJL,9,9,9,1,1510
GBR,1,1,1,1,1511
GBR,1,1,1,1,1512
PJL,9,9,9,1,1513
GBR,1,1,1,1,1514
GBR,1,1,1,1,1515
GBR,1,1,1,1,1516
PJL,9,9,9,1,1517
PJL,9,9,9,1,1518
PJL,9,9,9,1,1519
GBR,1,1,1,1,1520
PJL,9,9,9,1,1521
GBR,1,1,1,1,1522
GBR,1,1,1,1,1523
PJL,9,9,9,1,1524
GWD,12,12,12,1,1525
GBR,1,1,1,1,1526
GBR,1,1,1,1,1527
ACB,11,11,11,1,1528
PJL,9,9,9,1,1529
GBR,1,1,1,1,1530
ACB,11,11,11,1,1531
PJL,9,9,9,1,1532
GBR,1,1,1,1,1533
CDX,5,5,5,1,1534
CDX,5,5,5,1,1535
CDX,5,5,5,1,1536
CDX,5,5,5,1,1537
CDX,5,5,5,1,1538
CDX,5,5,5,1,1539
CDX,5,5,5,1,1540
GBR,1,1,1,1,1541
CDX,5,5,5,1,1542
CDX,5,5,5,1,1543
CDX,5,5,5,1,1544
GBR,1,1,1,1,1545
CDX,5,5,5,1,1546
CDX,5,5,5,1,1547
GBR,1,1,1,1,1548
CDX,5,5,5,1,1549
GWD,12,12,12,1,1550
GBR,1,1,1,1,1551
GBR,1,1,1,1,1552
ACB,11,11,11,1,1553
KHV,10,10,10,1,1554
KHV,10,10,10,1,1555
KHV,10,10,10,1,1556
GBR,1,1,1,1,1557
KHV,10,10,10,1,1558
GBR,1,1,1,1,1559
PUR,4,4,4,1,1560
PUR,4,4,4,1,1561
FIN,2,2,2,1,1562
PUR,4,4,4,1,1563
PUR,4,4,4,1,1564
PUR,4,4,4,1,1565
CHS,3,3,3,1,1566
PUR,4,4,4,1,1567
PUR,4,4,4,1,1568
PUR,4,4,4,1,1569
FIN,2,2,2,1,1570
PUR,4,4,4,1,1571
PUR,4,4,4,1,1572
PUR,4,4,4,1,1573
PUR,4,4,4,1,1574
PUR,4,4,4,1,1575
PUR,4,4,4,1,1576
PUR,4,4,4,1,1577
CHS,3,3,3,1,1578
CHS,3,3,3,1,1579
FIN,2,2,2,1,1580
FIN,2,2,2,1,1581
CDX,5,5,5,1,1582
CDX,5,5,5,1,1583
CDX,5,5,5,1,1584
FIN,2,2,2,1,1585
CDX,5,5,5,1,1586
PUR,4,4,4,1,1587
PUR,4,4,4,1,1588
PUR,4,4,4,1,1589
PUR,4,4,4,1,1590
FIN,2,2,2,1,1591
FIN,2,2,2,1,1592
PUR,4,4,4,1,1593
FIN,2,2,2,1,1594
FIN,2,2,2,1,1595
FIN,2,2,2,1,1596
CLM,6,6,6,1,1597
CLM,6,6,6,1,1598
CLM,6,6,6,1,1599
CLM,6,6,6,1,1600
PUR,4,4,4,1,1601
PUR,4,4,4,1,1602
PUR,4,4,4,1,1603
CLM,6,6,6,1,1604
CLM,6,6,6,1,1605
FIN,2,2,2,1,1606
CLM,6,6,6,1,1607
CLM,6,6,6,1,1608
CLM,6,6,6,1,1609
FIN,2,2,2,1,1610
CLM,6,6,6,1,1611
PUR,4,4,4,1,1612
PUR,4,4,4,1,1613
FIN,2,2,2,1,1614
CLM,6,6,6,1,1615
CLM,6,6,6,1,1616
CHS,3,3,3,1,1617
FIN,2,2,2,1,1618
CHS,3,3,3,1,1619
CHS,3,3,3,1,1620
FIN,2,2,2,1,1621
CHS,3,3,3,1,1622
CHS,3,3,3,1,1623
CHS,3,3,3,1,1624
CHS,3,3,3,1,1625
CHS,3,3,3,1,1626
FIN,2,2,2,1,1627
PUR,4,4,4,1,1628
PUR,4,4,4,1,1629
CHS,3,3,3,1,1630
CHS,3,3,3,1,1631
CHS,3,3,3,1,1632
CHS,3,3,3,1,1633
CHS,3,3,3,1,1634
CHS,3,3,3,1,1635
FIN,2,2,2,1,1636
CHS,3,3,3,1,1637
CHS,3,3,3,1,1638
CHS,3,3,3,1,1639
FIN,2,2,2,1,1640
CHS,3,3,3,1,1641
CHS,3,3,3,1,1642
FIN,2,2,2,1,1643
FIN,2,2,2,1,1644
FIN,2,2,2,1,1645
FIN,2,2,2,1,1646
FIN,2,2,2,1,1647
FIN,2,2,2,1,1648
FIN,2,2,2,1,1649
FIN,2,2,2,1,1650
CHS,3,3,3,1,1651
FIN,2,2,2,1,1652
CHS,3,3,3,1,1653
CHS,3,3,3,1,1654
FIN,2,2,2,1,1655
FIN,2,2,2,1,1656
FIN,2,2,2,1,1657
FIN,2,2,2,1,1658
FIN,2,2,2,1,1659
FIN,2,2,2,1,1660
FIN,2,2,2,1,1661
FIN,2,2,2,1,1662
FIN,2,2,2,1,1663
CHS,3,3,3,1,1664
CHS,3,3,3,1,1665
CHS,3,3,3,1,1666
CHS,3,3,3,1,1667
PUR,4,4,4,1,1668
PUR,4,4,4,1,1669
FIN,2,2,2,1,1670
CHS,3,3,3,1,1671
CHS,3,3,3,1,1672
FIN,2,2,2,1,1673
CHS,3,3,3,1,1674
CHS,3,3,3,1,1675
CHS,3,3,3,1,1676
CHS,3,3,3,1,1677
CHS,3,3,3,1,1678
CHS,3,3,3,1,1679
CHS,3,3,3,1,1680
CHS,3,3,3,1,1681
CHS,3,3,3,1,1682
CHS,3,3,3,1,1683
FIN,2,2,2,1,1684
FIN,2,2,2,1,1685
FIN,2,2,2,1,1686
IBS,7,7,7,1,1687
IBS,7,7,7,1,1688
GBR,1,1,1,1,1689
IBS,7,7,7,1,1690
GBR,1,1,1,1,1691
IBS,7,7,7,1,1692
IBS,7,7,7,1,1693
GBR,1,1,1,1,1694
IBS,7,7,7,1,1695
CLM,6,6,6,1,1696
IBS,7,7,7,1,1697
IBS,7,7,7,1,1698
IBS,7,7,7,1,1699
IBS,7,7,7,1,1700
IBS,7,7,7,1,1701
IBS,7,7,7,1,1702
IBS,7,7,7,1,1703
IBS,7,7,7,1,1704
IBS,7,7,7,1,1705
IBS,7,7,7,1,1706
IBS,7,7,7,1,1707
IBS,7,7,7,1,1708
IBS,7,7,7,1,1709
IBS,7,7,7,1,1710
IBS,7,7,7,1,1711
IBS,7,7,7,1,1712
IBS,7,7,7,1,1713
KHV,10,10,10,1,1714
IBS,7,7,7,1,1715
KHV,10,10,10,1,1716
GBR,1,1,1,1,1717
KHV,10,10,10,1,1718
KHV,10,10,10,1,1719
GBR,1,1,1,1,1720
IBS,7,7,7,1,1721
IBS,7,7,7,1,1722
IBS,7,7,7,1,1723
IBS,7,7,7,1,1724
IBS,7,7,7,1,1725
IBS,7,7,7,1,1726
GBR,1,1,1,1,1727
IBS,7,7,7,1,1728
IBS,7,7,7,1,1729
KHV,10,10,10,1,1730
KHV,10,10,10,1,1731
KHV,10,10,10,1,1732
CDX,5,5,5,1,1733
CDX,5,5,5,1,1734
GBR,1,1,1,1,1735
CDX,5,5,5,1,1736
KHV,10,10,10,1,1737
KHV,10,10,10,1,1738
KHV,10,10,10,1,1739
GBR,1,1,1,1,1740
KHV,10,10,10,1,1741
KHV,10,10,10,1,1742
KHV,10,10,10,1,1743
KHV,10,10,10,1,1744
KHV,10,10,10,1,1745
GBR,1,1,1,1,1746
KHV,10,10,10,1,1747
FIN,2,2,2,1,1748
GBR,1,1,1,1,1749
KHV,10,10,10,1,1750
IBS,7,7,7,1,1751
IBS,7,7,7,1,1752
GBR,1,1,1,1,1753
IBS,7,7,7,1,1754
IBS,7,7,7,1,1755
IBS,7,7,7,1,1756
IBS,7,7,7,1,1757
CDX,5,5,5,1,1758
IBS,7,7,7,1,1759
IBS,7,7,7,1,1760
IBS,7,7,7,1,1761
IBS,7,7,7,1,1762
IBS,7,7,7,1,1763
CDX,5,5,5,1,1764
CDX,5,5,5,1,1765
CDX,5,5,5,1,1766
GBR,1,1,1,1,1767
CDX,5,5,5,1,1768
CDX,5,5,5,1,1769
GBR,1,1,1,1,1770
CDX,5,5,5,1,1771
PJL,9,9,9,1,1772
PJL,9,9,9,1,1773
CLM,6,6,6,1,1774
CLM,6,6,6,1,1775
CLM,6,6,6,1,1776
CLM,6,6,6,1,1777
CLM,6,6,6,1,1778
FIN,2,2,2,1,1779
FIN,2,2,2,1,1780
FIN,2,2,2,1,1781
FIN,2,2,2,1,1782
PUR,4,4,4,1,1783
PUR,4,4,4,1,1784
PUR,4,4,4,1,1785
FIN,2,2,2,1,1786
PUR,4,4,4,1,1787
PUR,4,4,4,1,1788
FIN,2,2,2,1,1789
FIN,2,2,2,1,1790
CLM,6,6,6,1,1791
CLM,6,6,6,1,1792
PUR,4,4,4,1,1793
PUR,4,4,4,1,1794
PUR,4,4,4,1,1795
PUR,4,4,4,1,1796
CLM,6,6,6,1,1797
CLM,6,6,6,1,1798
FIN,2,2,2,1,1799
CLM,6,6,6,1,1800
CLM,6,6,6,1,1801
FIN,2,2,2,1,1802
PUR,4,4,4,1,1803
GBR,1,1,1,1,1804
CLM,6,6,6,1,1805
FIN,2,2,2,1,1806
CLM,6,6,6,1,1807
CLM,6,6,6,1,1808
CLM,6,6,6,1,1809
CLM,6,6,6,1,1810
CLM,6,6,6,1,1811
CLM,6,6,6,1,1812
IBS,7,7,7,1,1813
IBS,7,7,7,1,1814
IBS,7,7,7,1,1815
IBS,7,7,7,1,1816
IBS,7,7,7,1,1817
IBS,7,7,7,1,1818
IBS,7,7,7,1,1819
IBS,7,7,7,1,1820
IBS,7,7,7,1,1821
IBS,7,7,7,1,1822
IBS,7,7,7,1,1823
IBS,7,7,7,1,1824
FIN,2,2,2,1,1825
IBS,7,7,7,1,1826
FIN,2,2,2,1,1827
IBS,7,7,7,1,1828
IBS,7,7,7,1,1829
PEL,8,8,8,1,1830
PEL,8,8,8,1,1831
GBR,1,1,1,1,1832
IBS,7,7,7,1,1833
IBS,7,7,7,1,1834
CLM,6,6,6,1,1835
CLM,6,6,6,1,1836
IBS,7,7,7,1,1837
CLM,6,6,6,1,1838
FIN,2,2,2,1,1839
FIN,2,2,2,1,1840
FIN,2,2,2,1,1841
CLM,6,6,6,1,1842
CLM,6,6,6,1,1843
FIN,2,2,2,1,1844
FIN,2,2,2,1,1845
CLM,6,6,6,1,1846
CLM,6,6,6,1,1847
CLM,6,6,6,1,1848
FIN,2,2,2,1,1849
IBS,7,7,7,1,1850
IBS,7,7,7,1,1851
JPT,21,21,21,1,1852
JPT,21,21,21,1,1853
JPT,21,21,21,1,1854
JPT,21,21,21,1,1855
JPT,21,21,21,1,1856
CHB,20,20,20,1,1857
CHB,20,20,20,1,1858
CHB,20,20,20,1,1859
CHB,20,20,20,1,1860
CHB,20,20,20,1,1861
CHB,20,20,20,1,1862
CHB,20,20,20,1,1863
CHB,20,20,20,1,1864
CHB,20,20,20,1,1865
CHB,20,20,20,1,1866
CHB,20,20,20,1,1867
CHB,20,20,20,1,1868
CHB,20,20,20,1,1869
CHB,20,20,20,1,1870
CHB,20,20,20,1,1871
JPT,21,21,21,1,1872
JPT,21,21,21,1,1873
JPT,21,21,21,1,1874
JPT,21,21,21,1,1875
JPT,21,21,21,1,1876
JPT,21,21,21,1,1877
JPT,21,21,21,1,1878
JPT,21,21,21,1,1879
JPT,21,21,21,1,1880
JPT,21,21,21,1,1881
JPT,21,21,21,1,1882
JPT,21,21,21,1,1883
JPT,21,21,21,1,1884
JPT,21,21,21,1,1885
JPT,21,21,21,1,1886
JPT,21,21,21,1,1887
JPT,21,21,21,1,1888
TSI,25,25,25,1,1889
TSI,25,25,25,1,1890
TSI,25,25,25,1,1891
TSI,25,25,25,1,1892
TSI,25,25,25,1,1893
TSI,25,25,25,1,1894
TSI,25,25,25,1,1895
TSI,25,25,25,1,1896
TSI,25,25,25,1,1897
TSI,25,25,25,1,1898
TSI,25,25,25,1,1899
TSI,25,25,25,1,1900
TSI,25,25,25,1,1901
TSI,25,25,25,1,1902
TSI,25,25,25,1,1903
TSI,25,25,25,1,1904
TSI,25,25,25,1,1905
TSI,25,25,25,1,1906
GIH,26,26,26,1,1907
GIH,26,26,26,1,1908
TSI,25,25,25,1,1909
TSI,25,25,25,1,1910
TSI,25,25,25,1,1911
TSI,25,25,25,1,1912
TSI,25,25,25,1,1913
TSI,25,25,25,1,1914
TSI,25,25,25,1,1915
TSI,25,25,25,1,1916
TSI,25,25,25,1,1917
TSI,25,25,25,1,1918
TSI,25,25,25,1,1919
TSI,25,25,25,1,1920
TSI,25,25,25,1,1921
TSI,25,25,25,1,1922
TSI,25,25,25,1,1923
TSI,25,25,25,1,1924
TSI,25,25,25,1,1925
TSI,25,25,25,1,1926
TSI,25,25,25,1,1927
